NAME	FAB_NAME	BAY_NAME	FROM_NODE	TO_NODE	MAX_SPEED	CURVE	LENGTH
rl_A10_32_8	SMT	A10	rn_A10_32	rn_A10_8	1000	True	2234.3427053592754
rl_A10_33_34	SMT	A10	rn_A10_33	rn_A10_34	5000	False	5303.364300000016
rl_A10_34_A9_18	SMT	A10	rn_A10_34	rn_A9_18	1000	True	1964.299740622333
rl_A10_35_36	SMT	A10	rn_A10_35	rn_A10_36	5000	False	5303.364300000016
rl_A10_36_A11_4	SMT	A10	rn_A10_36	rn_A11_4	1000	True	1964.299740622322
rl_A10_3_4	SMT	A10	rn_A10_3	rn_A10_4	5000	False	1250.0
rl_A10_4_5	SMT	A10	rn_A10_4	rn_A10_5	5000	False	11250.0
rl_A10_5_29	SMT	A10	rn_A10_5	rn_A10_29	1000	True	2234.3427053592754
rl_A10_5_6	SMT	A10	rn_A10_5	rn_A10_6	5000	False	1250.0
rl_A10_6_7	SMT	A10	rn_A10_6	rn_A10_7	5000	False	14166.666700000002
rl_A10_7_8	SMT	A10	rn_A10_7	rn_A10_8	5000	False	1250.0
rl_A10_8_9	SMT	A10	rn_A10_8	rn_A10_9	5000	False	11250.0
rl_A10_9_10	SMT	A10	rn_A10_9	rn_A10_10	5000	False	1250.0
rl_A10_9_33	SMT	A10	rn_A10_9	rn_A10_33	1000	True	1964.2997406223442
rl_A11_10_11	SMT	A11	rn_A11_10	rn_A11_11	5000	False	9166.666599999997
rl_A11_11_12	SMT	A11	rn_A11_11	rn_A11_12	5000	False	1250.0
rl_A11_11_13	SMT	A11	rn_A11_11	rn_A11_13	1000	True	2234.3427053592995
rl_A11_12_InterBay3_383	SMT	InterBay3	rn_A11_12	rn_InterBay3_383	1000	True	1500.7164999139238
rl_A11_13_14	SMT	A11	rn_A11_13	rn_A11_14	5000	False	3086.614100000006
rl_A11_14_16	SMT	A11	rn_A11_14	rn_A11_16	1000	True	2234.3427053592754
rl_A11_15_16	SMT	A11	rn_A11_15	rn_A11_16	5000	False	1250.0
rl_A11_16_17	SMT	A11	rn_A11_16	rn_A11_17	5000	False	9166.666599999997
rl_A11_17_18	SMT	A11	rn_A11_17	rn_A11_18	5000	False	1250.0
rl_A11_18_19	SMT	A11	rn_A11_18	rn_A11_19	5000	False	11250.0
rl_A11_19_20	SMT	A11	rn_A11_19	rn_A11_20	5000	False	1250.0
rl_A11_19_31	SMT	A11	rn_A11_19	rn_A11_31	1000	True	2234.3427053592754
rl_A11_1_2	SMT	A11	rn_A11_1	rn_A11_2	5000	False	1250.0
rl_A11_20_21	SMT	A11	rn_A11_20	rn_A11_21	5000	False	14166.666700000002
rl_A11_21_22	SMT	A11	rn_A11_21	rn_A11_22	5000	False	1250.0
rl_A11_22_23	SMT	A11	rn_A11_22	rn_A11_23	5000	False	11250.0
rl_A11_23_24	SMT	A11	rn_A11_23	rn_A11_24	5000	False	1250.0
rl_A11_23_35	SMT	A11	rn_A11_23	rn_A11_35	1000	True	1964.2997406223442
rl_A11_24_25	SMT	A11	rn_A11_24	rn_A11_25	5000	False	9166.666670000006
rl_A11_25_26	SMT	A11	rn_A11_25	rn_A11_26	5000	False	1250.0
rl_A11_25_27	SMT	A11	rn_A11_25	rn_A11_27	1000	True	2234.3427053592754
rl_A11_26_InterBay2_235	SMT	InterBay2	rn_A11_26	rn_InterBay2_235	1000	True	1500.7164721493982
rl_A11_27_28	SMT	A11	rn_A11_27	rn_A11_28	5000	False	3086.614100000006
rl_A11_28_2	SMT	A11	rn_A11_28	rn_A11_2	1000	True	2234.3427053592995
rl_A11_29_30	SMT	A11	rn_A11_29	rn_A11_30	5000	False	3086.614100000006
rl_A11_2_3	SMT	A11	rn_A11_2	rn_A11_3	5000	False	9166.666670000006
rl_A11_30_22	SMT	A11	rn_A11_30	rn_A11_22	1000	True	2234.3427053592754
rl_A11_31_32	SMT	A11	rn_A11_31	rn_A11_32	5000	False	3086.614100000006
rl_A11_32_8	SMT	A11	rn_A11_32	rn_A11_8	1000	True	2234.3427053592995
rl_A11_33_34	SMT	A11	rn_A11_33	rn_A11_34	5000	False	5303.364300000016
rl_A11_34_A10_18	SMT	A11	rn_A11_34	rn_A10_18	1000	True	1964.2997406223442
rl_A11_35_36	SMT	A11	rn_A11_35	rn_A11_36	5000	False	5303.3642999999865
rl_A11_36_A12_4	SMT	A11	rn_A11_36	rn_A12_4	1000	True	1964.2997406223442
rl_A11_3_4	SMT	A11	rn_A11_3	rn_A11_4	5000	False	1250.0
rl_A11_4_5	SMT	A11	rn_A11_4	rn_A11_5	5000	False	11250.0
rl_A11_5_29	SMT	A11	rn_A11_5	rn_A11_29	1000	True	2234.3427053592995
rl_A11_5_6	SMT	A11	rn_A11_5	rn_A11_6	5000	False	1250.0
rl_A11_6_7	SMT	A11	rn_A11_6	rn_A11_7	5000	False	14166.666700000002
rl_A11_7_8	SMT	A11	rn_A11_7	rn_A11_8	5000	False	1250.0
rl_A11_8_9	SMT	A11	rn_A11_8	rn_A11_9	5000	False	11250.0
rl_A11_9_10	SMT	A11	rn_A11_9	rn_A11_10	5000	False	1250.0
rl_A11_9_33	SMT	A11	rn_A11_9	rn_A11_33	1000	True	1964.299740622322
rl_A12_10_11	SMT	A12	rn_A12_10	rn_A12_11	5000	False	9166.666599999997
rl_A12_11_12	SMT	A12	rn_A12_11	rn_A12_12	5000	False	1250.0
rl_A12_11_13	SMT	A12	rn_A12_11	rn_A12_13	1000	True	2234.3427053592995
rl_A12_12_InterBay3_392	SMT	InterBay3	rn_A12_12	rn_InterBay3_392	1000	True	1500.7164999139238
rl_A12_13_14	SMT	A12	rn_A12_13	rn_A12_14	5000	False	3086.614099999977
rl_A12_14_16	SMT	A12	rn_A12_14	rn_A12_16	1000	True	2234.3427882458054
rl_A12_15_16	SMT	A12	rn_A12_15	rn_A12_16	5000	False	1250.0
rl_A12_16_17	SMT	A12	rn_A12_16	rn_A12_17	5000	False	9166.666599999997
rl_A12_17_18	SMT	A12	rn_A12_17	rn_A12_18	5000	False	1250.0
rl_A12_18_19	SMT	A12	rn_A12_18	rn_A12_19	5000	False	11250.0
rl_A12_19_20	SMT	A12	rn_A12_19	rn_A12_20	5000	False	1250.0
rl_A12_19_31	SMT	A12	rn_A12_19	rn_A12_31	1000	True	2234.3427882458054
rl_A12_1_2	SMT	A12	rn_A12_1	rn_A12_2	5000	False	1250.0
rl_A12_20_21	SMT	A12	rn_A12_20	rn_A12_21	5000	False	14166.666700000002
rl_A12_21_22	SMT	A12	rn_A12_21	rn_A12_22	5000	False	1250.0
rl_A12_22_23	SMT	A12	rn_A12_22	rn_A12_23	5000	False	11250.0
rl_A12_23_24	SMT	A12	rn_A12_23	rn_A12_24	5000	False	1250.0
rl_A12_23_35	SMT	A12	rn_A12_23	rn_A12_35	1000	True	1964.2996634830454
rl_A12_24_25	SMT	A12	rn_A12_24	rn_A12_25	5000	False	9166.666670000006
rl_A12_25_26	SMT	A12	rn_A12_25	rn_A12_26	5000	False	1250.0
rl_A12_25_27	SMT	A12	rn_A12_25	rn_A12_27	1000	True	2234.3427882458054
rl_A12_26_InterBay2_227	SMT	InterBay2	rn_A12_26	rn_InterBay2_227	1000	True	1500.7164721493982
rl_A12_27_28	SMT	A12	rn_A12_27	rn_A12_28	5000	False	3086.614099999977
rl_A12_28_2	SMT	A12	rn_A12_28	rn_A12_2	1000	True	2234.3427053592995
rl_A12_29_30	SMT	A12	rn_A12_29	rn_A12_30	5000	False	3086.614099999977
rl_A12_2_3	SMT	A12	rn_A12_2	rn_A12_3	5000	False	9166.666670000006
rl_A12_30_22	SMT	A12	rn_A12_30	rn_A12_22	1000	True	2234.3427882458054
rl_A12_31_32	SMT	A12	rn_A12_31	rn_A12_32	5000	False	3086.614099999977
rl_A12_32_8	SMT	A12	rn_A12_32	rn_A12_8	1000	True	2234.3427053592995
rl_A12_33_34	SMT	A12	rn_A12_33	rn_A12_34	5000	False	5303.3642999999865
rl_A12_34_A11_18	SMT	A12	rn_A12_34	rn_A11_18	1000	True	1964.2997406223442
rl_A12_35_36	SMT	A12	rn_A12_35	rn_A12_36	5000	False	5303.364399999991
rl_A12_36_A13_4	SMT	A12	rn_A12_36	rn_A13_4	1000	True	1964.2996634830454
rl_A12_3_4	SMT	A12	rn_A12_3	rn_A12_4	5000	False	1250.0
rl_A12_4_5	SMT	A12	rn_A12_4	rn_A12_5	5000	False	11250.0
rl_A12_5_29	SMT	A12	rn_A12_5	rn_A12_29	1000	True	2234.3427053592995
rl_A12_5_6	SMT	A12	rn_A12_5	rn_A12_6	5000	False	1250.0
rl_A12_6_7	SMT	A12	rn_A12_6	rn_A12_7	5000	False	14166.666700000002
rl_A12_7_8	SMT	A12	rn_A12_7	rn_A12_8	5000	False	1250.0
rl_A12_8_9	SMT	A12	rn_A12_8	rn_A12_9	5000	False	11250.0
rl_A12_9_10	SMT	A12	rn_A12_9	rn_A12_10	5000	False	1250.0
rl_A12_9_33	SMT	A12	rn_A12_9	rn_A12_33	1000	True	1964.2997406223442
rl_A13_10_11	SMT	A13	rn_A13_10	rn_A13_11	5000	False	9166.666599999997
rl_A13_11_12	SMT	A13	rn_A13_11	rn_A13_12	5000	False	1250.0
rl_A13_11_13	SMT	A13	rn_A13_11	rn_A13_13	1000	True	2234.3427053592995
rl_A13_12_InterBay3_400	SMT	InterBay3	rn_A13_12	rn_InterBay3_400	1000	True	1500.7164279273077
rl_A13_13_14	SMT	A13	rn_A13_13	rn_A13_14	5000	False	3086.6142999999865
rl_A13_14_16	SMT	A13	rn_A13_14	rn_A13_16	1000	True	2234.3427053592754
rl_A13_15_16	SMT	A13	rn_A13_15	rn_A13_16	5000	False	1250.0
rl_A13_16_17	SMT	A13	rn_A13_16	rn_A13_17	5000	False	9166.666599999997
rl_A13_17_18	SMT	A13	rn_A13_17	rn_A13_18	5000	False	1250.0
rl_A13_18_19	SMT	A13	rn_A13_18	rn_A13_19	5000	False	11250.0
rl_A13_19_20	SMT	A13	rn_A13_19	rn_A13_20	5000	False	1250.0
rl_A13_19_31	SMT	A13	rn_A13_19	rn_A13_31	1000	True	2234.3427053592754
rl_A13_1_2	SMT	A13	rn_A13_1	rn_A13_2	5000	False	1250.0
rl_A13_20_21	SMT	A13	rn_A13_20	rn_A13_21	5000	False	14166.666700000002
rl_A13_21_22	SMT	A13	rn_A13_21	rn_A13_22	5000	False	1250.0
rl_A13_22_23	SMT	A13	rn_A13_22	rn_A13_23	5000	False	11250.0
rl_A13_23_24	SMT	A13	rn_A13_23	rn_A13_24	5000	False	1250.0
rl_A13_23_35	SMT	A13	rn_A13_23	rn_A13_35	1000	True	1964.2996634830454
rl_A13_24_25	SMT	A13	rn_A13_24	rn_A13_25	5000	False	9166.666670000006
rl_A13_25_26	SMT	A13	rn_A13_25	rn_A13_26	5000	False	1250.0
rl_A13_25_27	SMT	A13	rn_A13_25	rn_A13_27	1000	True	2234.3427053592754
rl_A13_26_InterBay2_219	SMT	InterBay2	rn_A13_26	rn_InterBay2_219	1000	True	1500.7164001627807
rl_A13_27_28	SMT	A13	rn_A13_27	rn_A13_28	5000	False	3086.6142999999865
rl_A13_28_2	SMT	A13	rn_A13_28	rn_A13_2	1000	True	2234.3427053592995
rl_A13_29_30	SMT	A13	rn_A13_29	rn_A13_30	5000	False	3086.6142999999865
rl_A13_2_3	SMT	A13	rn_A13_2	rn_A13_3	5000	False	9166.666670000006
rl_A13_30_22	SMT	A13	rn_A13_30	rn_A13_22	1000	True	2234.3427053592754
rl_A13_31_32	SMT	A13	rn_A13_31	rn_A13_32	5000	False	3086.6142999999865
rl_A13_32_8	SMT	A13	rn_A13_32	rn_A13_8	1000	True	2234.3427053592995
rl_A13_33_34	SMT	A13	rn_A13_33	rn_A13_34	5000	False	5303.364399999991
rl_A13_34_A12_18	SMT	A13	rn_A13_34	rn_A12_18	1000	True	1964.2996634830454
rl_A13_35_36	SMT	A13	rn_A13_35	rn_A13_36	5000	False	5303.36440000002
rl_A13_36_A14_4	SMT	A13	rn_A13_36	rn_A14_4	1000	True	1964.2996634830454
rl_A13_3_4	SMT	A13	rn_A13_3	rn_A13_4	5000	False	1250.0
rl_A13_4_5	SMT	A13	rn_A13_4	rn_A13_5	5000	False	11250.0
rl_A13_5_29	SMT	A13	rn_A13_5	rn_A13_29	1000	True	2234.3427053592995
rl_A13_5_6	SMT	A13	rn_A13_5	rn_A13_6	5000	False	1250.0
rl_A13_6_7	SMT	A13	rn_A13_6	rn_A13_7	5000	False	14166.666700000002
rl_A13_7_8	SMT	A13	rn_A13_7	rn_A13_8	5000	False	1250.0
rl_A13_8_9	SMT	A13	rn_A13_8	rn_A13_9	5000	False	11250.0
rl_A13_9_10	SMT	A13	rn_A13_9	rn_A13_10	5000	False	1250.0
rl_A13_9_33	SMT	A13	rn_A13_9	rn_A13_33	1000	True	1964.2996634830454
rl_A14_10_11	SMT	A14	rn_A14_10	rn_A14_11	5000	False	9166.666599999997
rl_A14_11_12	SMT	A14	rn_A14_11	rn_A14_12	5000	False	1250.0
rl_A14_11_13	SMT	A14	rn_A14_11	rn_A14_13	1000	True	2234.3427882457813
rl_A14_12_InterBay3_10	SMT	InterBay3	rn_A14_12	rn_InterBay3_10	1000	True	1500.7164999139238
rl_A14_13_14	SMT	A14	rn_A14_13	rn_A14_14	5000	False	3086.614100000006
rl_A14_14_16	SMT	A14	rn_A14_14	rn_A14_16	1000	True	2234.3427053592754
rl_A14_15_16	SMT	A14	rn_A14_15	rn_A14_16	5000	False	1250.0
rl_A14_16_17	SMT	A14	rn_A14_16	rn_A14_17	5000	False	9166.666599999997
rl_A14_17_18	SMT	A14	rn_A14_17	rn_A14_18	5000	False	1250.0
rl_A14_18_19	SMT	A14	rn_A14_18	rn_A14_19	5000	False	11250.0
rl_A14_19_20	SMT	A14	rn_A14_19	rn_A14_20	5000	False	1250.0
rl_A14_19_31	SMT	A14	rn_A14_19	rn_A14_31	1000	True	2234.3427053592754
rl_A14_1_2	SMT	A14	rn_A14_1	rn_A14_2	5000	False	1250.0
rl_A14_20_21	SMT	A14	rn_A14_20	rn_A14_21	5000	False	14166.666700000002
rl_A14_21_22	SMT	A14	rn_A14_21	rn_A14_22	5000	False	1250.0
rl_A14_22_23	SMT	A14	rn_A14_22	rn_A14_23	5000	False	11250.0
rl_A14_23_24	SMT	A14	rn_A14_23	rn_A14_24	5000	False	1250.0
rl_A14_23_35	SMT	A14	rn_A14_23	rn_A14_35	1000	True	1964.2997406223442
rl_A14_24_25	SMT	A14	rn_A14_24	rn_A14_25	5000	False	9166.666670000006
rl_A14_25_26	SMT	A14	rn_A14_25	rn_A14_26	5000	False	1250.0
rl_A14_25_27	SMT	A14	rn_A14_25	rn_A14_27	1000	True	2234.3427053592754
rl_A14_26_InterBay2_211	SMT	InterBay2	rn_A14_26	rn_InterBay2_211	1000	True	1500.7164721493982
rl_A14_27_28	SMT	A14	rn_A14_27	rn_A14_28	5000	False	3086.614100000006
rl_A14_28_2	SMT	A14	rn_A14_28	rn_A14_2	1000	True	2234.3427882457813
rl_A14_29_30	SMT	A14	rn_A14_29	rn_A14_30	5000	False	3086.614100000006
rl_A14_2_3	SMT	A14	rn_A14_2	rn_A14_3	5000	False	9166.666670000006
rl_A14_30_22	SMT	A14	rn_A14_30	rn_A14_22	1000	True	2234.3427053592754
rl_A14_31_32	SMT	A14	rn_A14_31	rn_A14_32	5000	False	3086.614100000006
rl_A14_32_8	SMT	A14	rn_A14_32	rn_A14_8	1000	True	2234.3427882457813
rl_A14_33_34	SMT	A14	rn_A14_33	rn_A14_34	5000	False	5303.36440000002
rl_A14_34_A13_18	SMT	A14	rn_A14_34	rn_A13_18	1000	True	1964.2996634830454
rl_A14_35_36	SMT	A14	rn_A14_35	rn_A14_36	5000	False	5303.364300000016
rl_A14_36_A15_4	SMT	A14	rn_A14_36	rn_A15_4	1000	True	1964.2997406223442
rl_A14_3_4	SMT	A14	rn_A14_3	rn_A14_4	5000	False	1250.0
rl_A14_4_5	SMT	A14	rn_A14_4	rn_A14_5	5000	False	11250.0
rl_A14_5_29	SMT	A14	rn_A14_5	rn_A14_29	1000	True	2234.3427882457813
rl_A14_5_6	SMT	A14	rn_A14_5	rn_A14_6	5000	False	1250.0
rl_A14_6_7	SMT	A14	rn_A14_6	rn_A14_7	5000	False	14166.666700000002
rl_A14_7_8	SMT	A14	rn_A14_7	rn_A14_8	5000	False	1250.0
rl_A14_8_9	SMT	A14	rn_A14_8	rn_A14_9	5000	False	11250.0
rl_A14_9_10	SMT	A14	rn_A14_9	rn_A14_10	5000	False	1250.0
rl_A14_9_33	SMT	A14	rn_A14_9	rn_A14_33	1000	True	1964.2996634830454
rl_A15_10_11	SMT	A15	rn_A15_10	rn_A15_11	5000	False	9166.666599999997
rl_A15_11_12	SMT	A15	rn_A15_11	rn_A15_12	5000	False	1250.0
rl_A15_11_13	SMT	A15	rn_A15_11	rn_A15_13	1000	True	2234.3427053592754
rl_A15_12_InterBay3_19	SMT	InterBay3	rn_A15_12	rn_InterBay3_19	1000	True	1500.7164999139238
rl_A15_13_14	SMT	A15	rn_A15_13	rn_A15_14	5000	False	3086.614100000006
rl_A15_14_16	SMT	A15	rn_A15_14	rn_A15_16	1000	True	2234.3427053592754
rl_A15_15_16	SMT	A15	rn_A15_15	rn_A15_16	5000	False	1250.0
rl_A15_16_17	SMT	A15	rn_A15_16	rn_A15_17	5000	False	9166.666599999997
rl_A15_17_18	SMT	A15	rn_A15_17	rn_A15_18	5000	False	1250.0
rl_A15_18_19	SMT	A15	rn_A15_18	rn_A15_19	5000	False	11250.0
rl_A15_19_20	SMT	A15	rn_A15_19	rn_A15_20	5000	False	1250.0
rl_A15_19_31	SMT	A15	rn_A15_19	rn_A15_31	1000	True	2234.3427053592754
rl_A15_1_2	SMT	A15	rn_A15_1	rn_A15_2	5000	False	1250.0
rl_A15_20_21	SMT	A15	rn_A15_20	rn_A15_21	5000	False	14166.666700000002
rl_A15_21_22	SMT	A15	rn_A15_21	rn_A15_22	5000	False	1250.0
rl_A15_22_23	SMT	A15	rn_A15_22	rn_A15_23	5000	False	11250.0
rl_A15_23_24	SMT	A15	rn_A15_23	rn_A15_24	5000	False	1250.0
rl_A15_23_35	SMT	A15	rn_A15_23	rn_A15_35	1000	True	1964.2997406223442
rl_A15_24_25	SMT	A15	rn_A15_24	rn_A15_25	5000	False	9166.666670000006
rl_A15_25_26	SMT	A15	rn_A15_25	rn_A15_26	5000	False	1250.0
rl_A15_25_27	SMT	A15	rn_A15_25	rn_A15_27	1000	True	2234.3427053592754
rl_A15_26_InterBay2_203	SMT	InterBay2	rn_A15_26	rn_InterBay2_203	1000	True	1500.7164721493982
rl_A15_27_28	SMT	A15	rn_A15_27	rn_A15_28	5000	False	3086.614100000006
rl_A15_28_2	SMT	A15	rn_A15_28	rn_A15_2	1000	True	2234.3427053592754
rl_A15_29_30	SMT	A15	rn_A15_29	rn_A15_30	5000	False	3086.614100000006
rl_A15_2_3	SMT	A15	rn_A15_2	rn_A15_3	5000	False	9166.666670000006
rl_A15_30_22	SMT	A15	rn_A15_30	rn_A15_22	1000	True	2234.3427053592754
rl_A15_31_32	SMT	A15	rn_A15_31	rn_A15_32	5000	False	3086.614100000006
rl_A15_32_8	SMT	A15	rn_A15_32	rn_A15_8	1000	True	2234.3427053592754
rl_A15_33_34	SMT	A15	rn_A15_33	rn_A15_34	5000	False	5303.364300000016
rl_A15_34_A14_18	SMT	A15	rn_A15_34	rn_A14_18	1000	True	1964.2997406223442
rl_A15_35_36	SMT	A15	rn_A15_35	rn_A15_36	5000	False	5303.3642999999865
rl_A15_36_A16_4	SMT	A15	rn_A15_36	rn_A16_4	1000	True	1964.2997406223442
rl_A15_3_4	SMT	A15	rn_A15_3	rn_A15_4	5000	False	1250.0
rl_A15_4_5	SMT	A15	rn_A15_4	rn_A15_5	5000	False	11250.0
rl_A15_5_29	SMT	A15	rn_A15_5	rn_A15_29	1000	True	2234.3427053592754
rl_A15_5_6	SMT	A15	rn_A15_5	rn_A15_6	5000	False	1250.0
rl_A15_6_7	SMT	A15	rn_A15_6	rn_A15_7	5000	False	14166.666700000002
rl_A15_7_8	SMT	A15	rn_A15_7	rn_A15_8	5000	False	1250.0
rl_A15_8_9	SMT	A15	rn_A15_8	rn_A15_9	5000	False	11250.0
rl_A15_9_10	SMT	A15	rn_A15_9	rn_A15_10	5000	False	1250.0
rl_A15_9_33	SMT	A15	rn_A15_9	rn_A15_33	1000	True	1964.2997406223442
rl_A16_10_11	SMT	A16	rn_A16_10	rn_A16_11	5000	False	9166.666599999997
rl_A16_11_12	SMT	A16	rn_A16_11	rn_A16_12	5000	False	1250.0
rl_A16_11_13	SMT	A16	rn_A16_11	rn_A16_13	1000	True	2234.3427053592995
rl_A16_12_InterBay3_28	SMT	InterBay3	rn_A16_12	rn_InterBay3_28	1000	True	1500.7164279273077
rl_A16_13_14	SMT	A16	rn_A16_13	rn_A16_14	5000	False	3086.614199999982
rl_A16_14_16	SMT	A16	rn_A16_14	rn_A16_16	1000	True	2234.3427053592995
rl_A16_15_16	SMT	A16	rn_A16_15	rn_A16_16	5000	False	1250.0
rl_A16_16_17	SMT	A16	rn_A16_16	rn_A16_17	5000	False	9166.666599999997
rl_A16_17_18	SMT	A16	rn_A16_17	rn_A16_18	5000	False	1250.0
rl_A16_18_19	SMT	A16	rn_A16_18	rn_A16_19	5000	False	11250.0
rl_A16_19_20	SMT	A16	rn_A16_19	rn_A16_20	5000	False	1250.0
rl_A16_19_31	SMT	A16	rn_A16_19	rn_A16_31	1000	True	2234.3427053592995
rl_A16_1_2	SMT	A16	rn_A16_1	rn_A16_2	5000	False	1250.0
rl_A16_20_21	SMT	A16	rn_A16_20	rn_A16_21	5000	False	14166.666700000002
rl_A16_21_22	SMT	A16	rn_A16_21	rn_A16_22	5000	False	1250.0
rl_A16_22_23	SMT	A16	rn_A16_22	rn_A16_23	5000	False	11250.0
rl_A16_23_24	SMT	A16	rn_A16_23	rn_A16_24	5000	False	1250.0
rl_A16_23_35	SMT	A16	rn_A16_23	rn_A16_35	1000	True	1964.2997406223442
rl_A16_24_25	SMT	A16	rn_A16_24	rn_A16_25	5000	False	9166.666670000006
rl_A16_25_26	SMT	A16	rn_A16_25	rn_A16_26	5000	False	1250.0
rl_A16_25_27	SMT	A16	rn_A16_25	rn_A16_27	1000	True	2234.3427053592995
rl_A16_26_InterBay2_195	SMT	InterBay2	rn_A16_26	rn_InterBay2_195	1000	True	1500.7164001627807
rl_A16_27_28	SMT	A16	rn_A16_27	rn_A16_28	5000	False	3086.614199999982
rl_A16_28_2	SMT	A16	rn_A16_28	rn_A16_2	1000	True	2234.3427053592995
rl_A16_29_30	SMT	A16	rn_A16_29	rn_A16_30	5000	False	3086.614199999982
rl_A16_2_3	SMT	A16	rn_A16_2	rn_A16_3	5000	False	9166.666670000006
rl_A16_30_22	SMT	A16	rn_A16_30	rn_A16_22	1000	True	2234.3427053592995
rl_A16_31_32	SMT	A16	rn_A16_31	rn_A16_32	5000	False	3086.614199999982
rl_A16_32_8	SMT	A16	rn_A16_32	rn_A16_8	1000	True	2234.3427053592995
rl_A16_33_34	SMT	A16	rn_A16_33	rn_A16_34	5000	False	5303.3642999999865
rl_A16_34_A15_18	SMT	A16	rn_A16_34	rn_A15_18	1000	True	1964.2997406223442
rl_A16_35_36	SMT	A16	rn_A16_35	rn_A16_36	5000	False	5303.3642999999865
rl_A16_36_A17_4	SMT	A16	rn_A16_36	rn_A17_4	1000	True	1964.2997406223442
rl_A16_3_4	SMT	A16	rn_A16_3	rn_A16_4	5000	False	1250.0
rl_A16_4_5	SMT	A16	rn_A16_4	rn_A16_5	5000	False	11250.0
rl_A16_5_29	SMT	A16	rn_A16_5	rn_A16_29	1000	True	2234.3427053592995
rl_A16_5_6	SMT	A16	rn_A16_5	rn_A16_6	5000	False	1250.0
rl_A16_6_7	SMT	A16	rn_A16_6	rn_A16_7	5000	False	14166.666700000002
rl_A16_7_8	SMT	A16	rn_A16_7	rn_A16_8	5000	False	1250.0
rl_A16_8_9	SMT	A16	rn_A16_8	rn_A16_9	5000	False	11250.0
rl_A16_9_10	SMT	A16	rn_A16_9	rn_A16_10	5000	False	1250.0
rl_A16_9_33	SMT	A16	rn_A16_9	rn_A16_33	1000	True	1964.2997406223442
rl_A17_10_11	SMT	A17	rn_A17_10	rn_A17_11	5000	False	9166.666599999997
rl_A17_11_12	SMT	A17	rn_A17_11	rn_A17_12	5000	False	1250.0
rl_A17_11_13	SMT	A17	rn_A17_11	rn_A17_13	1000	True	2234.3427053592754
rl_A17_12_InterBay3_37	SMT	InterBay3	rn_A17_12	rn_InterBay3_37	1000	True	1500.7164999139238
rl_A17_13_14	SMT	A17	rn_A17_13	rn_A17_14	5000	False	3086.614100000006
rl_A17_14_16	SMT	A17	rn_A17_14	rn_A17_16	1000	True	2234.3427053592995
rl_A17_15_16	SMT	A17	rn_A17_15	rn_A17_16	5000	False	1250.0
rl_A17_16_17	SMT	A17	rn_A17_16	rn_A17_17	5000	False	9166.666599999997
