NAME	TOOL_GROUP	BAY	WIDTH	HEIGHT	POSITION_X	POSITION_Y
DIF0164	Diffusion_FE_94	A20	2482,66825	2090,668	298869,3058	106250,0678
DIF0165	Diffusion_FE_94	A20	2482,66825	2090,668	298869,3058	104166,7331
DIF0166	Diffusion_FE_94	A20	2482,66825	2090,668	298869,3058	102083,3984
DIF0167	Diffusion_FE_94	A20	2482,66825	2090,668	298869,3058	100000,0638
DIF0168	Diffusion_FE_94	A20	2482,66825	2090,668	298869,3058	95000,06059
DIF0169	Diffusion_FE_94	A20	2482,66825	2090,668	298869,3058	92916,72592
DIF0170	Diffusion_FE_94	A20	2482,66825	2090,668	298869,3058	90833,39126
DIF0171	Diffusion_FE_94	A20	2482,66825	2090,668	298869,3058	88750,0566
DIF0172	Diffusion_FE_94	A20	2482,66825	2090,668	298869,3058	82500,05261
DIF0173	Diffusion_FE_94	A20	2482,66825	2090,668	298869,3058	80416,71795
DIF0174	Diffusion_FE_94	A20	2482,66825	2090,668	298869,3058	78333,38329
DIF0175	Diffusion_FE_94	B19	2482,66825	2090,668	273697,9521	63125,04026
ECH0101	DE_BE_11	A1	2482,66825	3920,0025	1458,426128	78609,7435
ECH0102	DE_BE_11	A1	2482,66825	3920,0025	1458,426128	81354,21859
ECH0103	DE_BE_11	A1	2482,66825	3920,0025	1458,426128	88229,22298
ECH0104	DE_BE_11	A1	2482,66825	3920,0025	1458,426128	91770,8919
ECH0105	DE_BE_11	A1	2482,66825	3136,002	1458,426128	95000,06059
ECH0106	DE_BE_11	A1	2482,66825	3920,0025	1458,426128	100729,2309
ECH0107	DE_BE_11	A1	2482,66825	3920,0025	1458,426128	104270,8999
ECH0108	DE_BE_11	A1	2482,66825	3920,0025	1458,426128	107812,5688
ECH0109	DE_BE_11	A1	2482,66825	3920,0025	1458,426128	116145,9074
ECH0110	DE_BE_11	A1	2482,66825	3920,0025	1458,426128	119687,5764
ECH0111	DE_BE_11	A1	2482,66825	2613,335	1458,426128	128125,0817
ECH0112	DE_BE_11	A1	2482,66825	2613,335	1458,426128	132291,751
ECH0113	DE_BE_12	A1	2482,66825	2613,335	11505,36167	132083,4176
ECH0114	DE_BE_12	A1	2482,66825	2613,335	11505,36167	128958,4156
ECH0115	DE_BE_12	A1	2482,66825	2613,335	11505,36167	121666,7443
ECH0116	DE_BE_12	A1	2482,66825	2613,335	11505,36167	118541,7423
ECH0117	DE_BE_12	A1	2482,66825	2613,335	11505,36167	115416,7403
ECH0118	DE_BE_12	A1	2482,66825	2613,335	11505,36167	109166,7363
ECH0119	DE_BE_12	A1	2482,66825	2613,335	11505,36167	105000,067
ECH0120	DE_BE_12	A1	2482,66825	2613,335	11505,36167	100833,3976
ECH0121	DE_BE_12	A1	2482,66825	4181,336	11505,36167	92083,39206
ECH0122	DE_BE_13	A1	2482,66825	4181,336	11505,36167	79583,38409
ECH0123	DE_BE_13	A2	2482,66825	3920,0025	16582,84423	78609,7435
ECH0124	DE_BE_13	A2	2482,66825	3920,0025	16582,84423	81354,21859
ECH0125	DE_BE_13	A2	2482,66825	3920,0025	16582,84423	88229,22298
ECH0126	DE_BE_13	A2	2482,66825	3920,0025	16582,84423	91770,8919
ECH0127	DE_BE_13	A2	2482,66825	3136,002	16582,84423	95000,06059
ECH0128	DE_BE_13	A2	2482,66825	3136,002	16582,84423	100416,7307
ECH0129	DE_BE_13	A2	2482,66825	3136,002	16582,84423	104375,0666
ECH0130	DE_BE_13	A2	2482,66825	3136,002	16582,84423	108333,4024
ECH0131	DE_BE_13	A2	2482,66825	3136,002	16582,84423	116875,0745
ECH0132	DE_BE_13	A2	2482,66825	3136,002	16582,84423	121041,7439
ECH0133	DE_BE_13	A2	2482,66825	3136,002	16582,84423	129375,0825
ECH0134	DE_BE_13	A2	2482,66825	3136,002	16582,84423	133125,0849
ECH0135	DE_BE_13	A2	2482,66825	3136,002	26629,77978	131875,0841
ECH0136	DE_BE_13	A2	2482,66825	3136,002	26629,77978	128958,4156
ECH0137	DE_BE_13	A2	2482,66825	3136,002	26629,77978	122500,0781
ECH0138	DE_BE_48	A2	2482,66825	3136,002	26629,77978	119583,4096
ECH0139	DE_BE_48	A2	2482,66825	3136,002	26629,77978	116666,7411
ECH0140	DE_BE_48	A2	2482,66825	3136,002	26629,77978	110000,0702
ECH0141	DE_BE_48	A2	2482,66825	3136,002	26629,77978	106666,7347
ECH0142	DE_BE_48	A2	2482,66825	3136,002	26629,77978	103333,3992
ECH0143	DE_BE_48	A2	2482,66825	3136,002	26629,77978	100000,0638
ECH0144	DE_BE_48	A2	2482,66825	3658,669	26629,77978	91250,0582
ECH0145	DE_BE_48	A2	2482,66825	3136,002	26629,77978	81041,71835
ECH0146	DE_BE_48	A2	2482,66825	3136,002	26629,77978	77291,71596
ECH0147	DE_BE_48	A3	2482,66825	3920,0025	31707,26235	78609,7435
ECH0148	DE_BE_48	A3	2482,66825	3920,0025	31707,26235	81354,21859
ECH0149	DE_BE_48	A3	2482,66825	3920,0025	31707,26235	88229,22298
ECH0150	DE_BE_48	A3	2482,66825	3920,0025	31707,26235	93020,8927
ECH0151	DE_BE_48	A3	2482,66825	3136,002	31707,26235	101458,398
ECH0152	DE_BE_50	A3	2482,66825	3136,002	31707,26235	105208,4004
ECH0153	DE_BE_50	A3	2482,66825	3136,002	31707,26235	108958,4028
ECH0154	DE_BE_50	A3	2482,66825	3136,002	31707,26235	116875,0745
ECH0155	DE_BE_50	A3	2482,66825	3136,002	31707,26235	121041,7439
ECH0156	DE_BE_50	A3	2482,66825	3136,002	31707,26235	129375,0825
ECH0157	DE_BE_50	A3	2482,66825	3136,002	31707,26235	132291,751
ECH0158	DE_BE_50	A3	2482,66825	3136,002	41754,19789	131875,0841
ECH0159	DE_BE_50	A3	2482,66825	3136,002	41754,19789	128958,4156
ECH0160	DE_BE_50	A3	2482,66825	3136,002	41754,19789	121458,4108
ECH0161	DE_BE_50	A3	2482,66825	3136,002	41754,19789	118541,7423
ECH0162	DE_BE_50	A3	2482,66825	3136,002	41754,19789	115625,0737
ECH0163	DE_BE_50	A3	2482,66825	3136,002	41754,19789	109375,0698
ECH0164	DE_BE_65	A3	2482,66825	3136,002	41754,19789	106458,4012
ECH0165	DE_BE_65	A3	2482,66825	3136,002	41754,19789	103541,7327
ECH0166	DE_BE_65	A3	2482,66825	3136,002	41754,19789	100625,0642
ECH0167	DE_BE_65	A3	2482,66825	3136,002	41754,19789	93541,72632
ECH0168	DE_BE_65	A3	2482,66825	3136,002	41754,19789	89375,057
ECH0169	DE_BE_65	A3	2482,66825	3136,002	41754,19789	81041,71835
ECH0170	DE_BE_65	A3	2482,66825	3136,002	41754,19789	77291,71596
ECH0171	DE_BE_65	A4	2482,66825	3920,0025	46831,68046	79895,88433
ECH0172	DE_BE_65	A4	2482,66825	3920,0025	46831,68046	88229,22298
ECH0173	DE_BE_65	A4	2482,66825	3920,0025	46831,68046	91770,8919
ECH0174	DE_BE_65	A4	2482,66825	3136,002	46831,68046	95000,06059
ECH0175	DE_BE_65	A4	2482,66825	3136,002	46831,68046	101458,398
ECH0176	DE_BE_65	A4	2482,66825	3136,002	46831,68046	104791,7335
ECH0177	DE_BE_66	A4	2482,66825	3136,002	46831,68046	108125,069
ECH0178	DE_BE_66	A4	2482,66825	3136,002	46831,68046	116875,0745
ECH0179	DE_BE_66	A4	2482,66825	3136,002	46831,68046	121041,7439
ECH0180	DE_BE_66	A4	2482,66825	3136,002	46831,68046	129375,0825
ECH0181	DE_BE_66	A4	2482,66825	3136,002	46831,68046	133125,0849
ECH0182	DE_BE_66	A4	2482,66825	3136,002	56878,616	131875,0841
ECH0183	DE_BE_66	A4	2482,66825	3136,002	56878,616	128125,0817
ECH0184	DE_BE_66	A4	2482,66825	3136,002	56878,616	122500,0781
ECH0185	DE_BE_66	A4	2482,66825	3136,002	56878,616	119583,4096
ECH0186	DE_BE_66	A4	2482,66825	3136,002	56878,616	116666,7411
ECH0187	DE_BE_66	A4	2482,66825	3136,002	56878,616	108958,4028
ECH0188	DE_BE_66	A4	2482,66825	3136,002	56878,616	104791,7335
ECH0189	DE_BE_66	A4	2482,66825	3136,002	56878,616	100625,0642
ECH0190	DE_BE_66	A4	2482,66825	3136,002	56878,616	94583,39365
ECH0191	DE_BE_66	A4	2482,66825	3136,002	56878,616	91250,0582
ECH0192	DE_BE_66	A4	2482,66825	3136,002	56878,616	87916,72274
ECH0193	DE_BE_66	A4	2482,66825	3136,002	56878,616	81041,71835
ECH0194	DE_BE_66	A4	2482,66825	3136,002	56878,616	77291,71596
ECH0195	DE_BE_66	A5	2482,66825	3920,0025	61956,09856	79895,88433
ECH0196	DE_BE_66	A5	2482,66825	3920,0025	61956,09856	89270,89031
ECH0197	DE_BE_66	A5	2482,66825	3920,0025	61956,09856	93437,55963
ECH0198	DE_BE_67	A5	2482,66825	3920,0025	61956,09856	105937,5676
ECH0199	DE_BE_67	A5	2482,66825	3136,002	61956,09856	115833,4072
ECH0200	DE_BE_67	A5	2482,66825	3136,002	61956,09856	118750,0757
ECH0201	DE_BE_67	A5	2482,66825	3136,002	61956,09856	121666,7443
ECH0202	DE_BE_67	A5	2482,66825	3136,002	61956,09856	128333,4152
ECH0203	DE_BE_67	A5	2482,66825	3136,002	61956,09856	131250,0837
ECH0204	DE_BE_67	A5	2482,66825	3136,002	72003,03411	132916,7514
ECH0205	DE_BE_67	A5	2482,66825	3136,002	72003,03411	130000,0829
ECH0206	DE_BE_67	A5	2482,66825	3136,002	72003,03411	122500,0781
ECH0207	DE_BE_67	A5	2482,66825	3136,002	72003,03411	119583,4096
ECH0208	DE_BE_67	A5	2482,66825	3136,002	72003,03411	116666,7411
ECH0209	DE_BE_67	A5	2482,66825	3136,002	72003,03411	110000,0702
ECH0210	DE_BE_67	A5	2482,66825	3136,002	72003,03411	107083,4016
ECH0211	DE_BE_67	A5	2482,66825	3136,002	72003,03411	104166,7331
ECH0212	DE_BE_69	A5	2482,66825	3136,002	72003,03411	101250,0646
ECH0213	DE_BE_69	A5	2482,66825	3136,002	72003,03411	94583,39365
ECH0214	DE_BE_69	A5	2482,66825	3136,002	72003,03411	91666,72513
ECH0215	DE_FE_1	A5	2482,66825	3136,002	72003,03411	88750,0566
ECH0216	DE_FE_1	A5	2482,66825	3136,002	72003,03411	82083,38568
ECH0217	DE_FE_1	A5	2482,66825	2613,335	72003,03411	79375,05062
ECH0218	DE_FE_1	A5	2482,66825	2613,335	72003,03411	76875,04903
ECH0219	DE_FE_1	A6	2482,66825	4442,6695	77080,51668	78818,07697
ECH0220	DE_FE_1	A6	2482,66825	4442,6695	77080,51668	81979,21899
ECH0221	DE_FE_1	A6	2482,66825	4442,6695	77080,51668	88437,55644
ECH0222	DE_FE_51	A6	2482,66825	4442,6695	77080,51668	93229,22616
ECH0223	DE_FE_51	A6	2482,66825	4442,6695	77080,51668	100937,5644
ECH0224	DE_FE_51	A6	2482,66825	4442,6695	77080,51668	104895,9003
ECH0225	DE_FE_51	A6	2482,66825	4442,6695	77080,51668	108854,2361
ECH0226	DE_FE_51	A6	2482,66825	4442,6695	77080,51668	116354,2409
ECH0227	DE_FE_51	A6	2482,66825	4442,6695	77080,51668	121145,9106
ECH0228	DE_FE_51	A6	2482,66825	4442,6695	77080,51668	128854,2489
ECH0229	DE_FE_51	A6	2482,66825	4442,6695	77080,51668	132812,5847
ECH0230	DE_FE_51	A6	2482,66825	3136,002	87127,45222	132916,7514
ECH0231	DE_FE_51	A6	2482,66825	3136,002	87127,45222	129791,7494
ECH0232	DE_FE_51	A6	2482,66825	3136,002	87127,45222	121458,4108
ECH0233	DE_FE_51	A6	2482,66825	3136,002	87127,45222	118125,0753
ECH0234	DE_FE_51	A6	2482,66825	3136,002	87127,45222	110000,0702
ECH0235	DE_FE_51	A6	2482,66825	3136,002	87127,45222	107083,4016
ECH0236	DE_FE_51	A6	2482,66825	3136,002	87127,45222	104166,7331
ECH0237	DE_FE_51	A6	2482,66825	3136,002	87127,45222	101250,0646
ECH0238	DE_FE_51	A6	2482,66825	3136,002	87127,45222	93541,72632
ECH0239	DE_FE_51	A6	2482,66825	3136,002	87127,45222	90625,0578
ECH0240	DE_FE_51	A6	2482,66825	3136,002	87127,45222	87708,38927
ECH0241	DE_FE_51	A6	2482,66825	3136,002	87127,45222	81041,71835
ECH0242	DE_FE_51	A6	2482,66825	3136,002	87127,45222	77291,71596
ECH0243	DE_FE_51	A7	2482,66825	3920,0025	92204,93479	79895,88433
ECH0244	DE_FE_51	A7	2482,66825	3920,0025	92204,93479	89270,89031
ECH0245	DE_FE_51	A7	2482,66825	3920,0025	92204,93479	93437,55963
ECH0246	DE_FE_51	A7	2482,66825	3136,002	92204,93479	101458,398
ECH0247	DE_FE_53	A7	2482,66825	3136,002	92204,93479	105625,0674
ECH0248	DE_FE_53	A7	2482,66825	3136,002	92204,93479	109791,7367
ECH0249	DE_FE_53	A7	2482,66825	3136,002	92204,93479	116875,0745
ECH0250	DE_FE_53	A7	2482,66825	3136,002	92204,93479	121041,7439
ECH0251	DE_FE_53	A7	2482,66825	3136,002	92204,93479	129375,0825
ECH0252	DE_FE_53	A7	2482,66825	3136,002	92204,93479	133125,0849
ECH0253	DE_FE_54	A7	2482,66825	3136,002	102251,8703	131875,0841
ECH0254	DE_FE_54	A7	2482,66825	3136,002	102251,8703	128125,0817
ECH0255	DE_FE_54	A7	2482,66825	3136,002	102251,8703	122500,0781
ECH0256	DE_FE_54	A7	2482,66825	3136,002	102251,8703	119583,4096
ECH0257	DE_FE_56	A7	2482,66825	3136,002	102251,8703	116666,7411
ECH0258	DE_FE_56	A7	2482,66825	3136,002	102251,8703	110000,0702
ECH0259	DE_FE_56	A7	2482,66825	3136,002	102251,8703	107083,4016
ECH0260	DE_FE_58	A7	2482,66825	3136,002	102251,8703	104166,7331
ECH0261	DE_FE_58	A7	2482,66825	3136,002	102251,8703	101250,0646
ECH0262	DE_FE_58	A7	2482,66825	3136,002	102251,8703	94583,39365
ECH0263	DE_FE_59	A7	2482,66825	3136,002	102251,8703	91666,72513
ECH0264	DE_FE_59	A7	2482,66825	3136,002	102251,8703	88750,0566
ECH0265	DE_FE_59	A7	2482,66825	3136,002	102251,8703	81041,71835
ECH0266	DE_FE_59	A7	2482,66825	3136,002	102251,8703	77291,71596
ECH0267	DE_FE_59	A8	2482,66825	3920,0025	107329,3529	79895,88433
ECH0268	DE_FE_59	A8	2482,66825	3920,0025	107329,3529	89270,89031
ECH0269	DE_FE_59	A8	2482,66825	3920,0025	107329,3529	93437,55963
ECH0270	DE_FE_59	A8	2482,66825	5226,67	107329,3529	101250,0646
ECH0271	DE_FE_59	A8	2482,66825	5226,67	107329,3529	105833,4008
ECH0272	DE_FE_59	A8	2482,66825	4181,336	107329,3529	110000,0702
ECH0273	DE_FE_62	A8	2482,66825	4181,336	107329,3529	116250,0741
ECH0274	DE_FE_62	A8	2482,66825	4181,336	107329,3529	121250,0773
ECH0275	DE_FE_62	A8	2482,66825	4181,336	107329,3529	128750,0821
ECH0276	DE_FE_62	A8	2482,66825	4181,336	107329,3529	132916,7514
ECH0277	DE_FE_62	A8	2482,66825	4181,336	117376,2884	132500,0845
ECH0278	DE_FE_62	A8	2482,66825	4181,336	117376,2884	128750,0821
ECH0279	DE_FE_62	A8	2482,66825	4181,336	117376,2884	122083,4112
ECH0280	DE_FE_62	A8	2482,66825	4181,336	117376,2884	118333,4088
ECH0281	DE_FE_62	A8	2482,66825	4181,336	117376,2884	109583,4032
ECH0282	DE_FE_62	A8	2482,66825	4181,336	117376,2884	105833,4008
ECH0283	DE_FE_62	A8	2482,66825	4181,336	117376,2884	102083,3984
ECH0284	DE_FE_62	A8	2482,66825	3920,0025	117376,2884	94270,89349
ECH0285	DE_FE_62	A8	2482,66825	3920,0025	117376,2884	90729,22457
ECH0286	DE_FE_62	A8	2482,66825	3136,002	117376,2884	87500,0558
