FROM	TO	TRANSPORT_TIME
Diffusion_FE_101	COMMIT	106.16993165064457
Diffusion_FE_101	EPI_36	38.45177826136347
Diffusion_FE_101	EPI_38	37.20177826136347
Diffusion_FE_101	Diffusion_FE_122	17.718601725141003
Diffusion_FE_101	Implant_119	39.70177826136348
Diffusion_FE_101	DE_BE_69	75.24415332755504
Diffusion_FE_101	TF_FE_5	61.53729753467238
Diffusion_FE_101	WE_FE_83	42.40721578901675
Diffusion_FE_101	LithoMet_FE_19	84.80090497559311
Diffusion_FE_101	Dielectric_BE_60	50.19340090336762
Diffusion_FE_101	Implant_91	34.993764826418705
Diffusion_FE_101	Implant_90	31.184241016418703
TF_FE_104	Diffusion_FE_101	81.10487101178538
TF_FE_104	Implant_88	50.852438136077495
TF_FE_104	DefMet_BE_42	70.72610274283365
TF_FE_104	DE_FE_86	62.11452724859343
TF_FE_104	TF_FE_103	30.404007836777605
TF_FE_104	TF_BE_40	30.467091747147883
TF_FE_104	LithoMet_BE_18	73.29905954724596
TF_FE_104	Dielectric_BE_27	73.90967580427123
TF_FE_104	Dielectric_FE_130	81.5603086288486
TF_FE_104	STOCKER	53.3680535657722
TF_FE_104	DE_BE_12	97.21515935081877
TF_FE_104	Dielectric_FE_30	65.25559431753766
TF_FE_104	Diffusion_FE_127	70.47895396109932
TF_FE_104	DE_FE_56	82.868025300071
TF_FE_104	TF_Met_FE_61	23.576431913804825
TF_FE_104	DefMet_FE_118	76.74387826492712
TF_FE_104	TF_BE_23	44.26396366664065
TF_FE_104	Diffusion_FE_126	67.51020396609935
TF_FE_104	DE_FE_1	80.28870751689142
TF_FE_104	Litho_FE_92	71.46968135686745
TF_FE_104	DefMet_FE_34	76.74387826492712
TF_FE_104	DE_BE_13	86.06995893883993
TF_FE_104	Diffusion_FE_120	79.1846361372708
TF_FE_104	Planar_FE_80	58.874491740537735
TF_FE_104	WE_FE_108	40.90835685701126
TF_FE_104	Implant_128	49.685692655493455
TF_FE_104	Implant_132	40.97938945374228
TF_FE_104	WE_FE_41	34.32527199527249
TF_FE_104	WE_BE_17	46.82037525451711
TF_FE_104	WE_BE_7	33.69741394644325
TF_FE_104	WE_BE_82	32.244737790392065
TF_FE_104	TF_BE_24	53.92142893938826
TF_FE_104	DE_FE_70	77.23138855603857
TF_FE_104	Diffusion_FE_100	68.02698865788959
TF_FE_104	COMPLETE	104.58257593841545
TF_FE_104	LithoTrack_BE_117	62.92436261639444
TF_FE_104	WE_BE_81	28.402379188058767
TF_FE_104	LithoTrack_FE_115	62.92821210987334
TF_FE_104	DefMet_FE_43	64.1705472075003
TF_FE_104	Diffusion_FE_44	84.2542018489261
TF_FE_104	LithoTrack_FE_95	56.28007906993836
TF_FE_104	Litho_FE_35	57.682684142596166
TF_FE_104	DE_BE_48	92.46242443042179
TF_FE_104	Diffusion_BE_123	64.6982849601118
TF_FE_104	Implant_74	44.687722786599416
TF_FE_104	Planar_FE_79	46.533392845427024
TF_FE_104	DE_FE_59	71.68520489503882
TF_FE_104	Diffusion_FE_94	79.17412165221432
TF_FE_104	WE_FE_84	42.65366829328777
TF_FE_104	TF_FE_131	28.876291913150368
TF_FE_104	Dielectric_BE_20	56.2200934811124
TF_FE_104	DE_BE_66	85.64826786532946
TF_FE_104	TF_BE_2	58.08766415477311
TF_FE_104	WE_BE_9	47.32617532773109
TF_FE_104	TF_FE_3	33.31599672106639
TF_FE_104	DE_FE_72	62.22292977199961
TF_FE_104	Dielectric_BE_21	58.987641630468154
TF_FE_104	Diffusion_FE_125	65.04353729409932
TF_FE_104	TF_Met_FE_45	21.493483733090546
TF_FE_104	WE_FE_8	39.67962567259942
TF_FE_104	Dielectric_FE_29	76.15975430401718
TF_FE_104	Litho_FE_98	69.34822873212816
TF_FE_104	DE_BE_65	86.49830425362677
TF_FE_104	DefMet_FE_106	73.66054492492712
TF_FE_104	DE_BE_67	91.17284803394392
TF_FE_104	Planar_BE_75	49.2248359425473
TF_FE_104	Dielectric_BE_28	61.70987913678737
TF_FE_104	Litho_FE_111	72.89096908946557
TF_FE_104	WE_FE_47	36.596292340599426
TF_FE_104	Litho_BE_99	61.54089937275049
TF_FE_104	WE_FE_85	41.66284081838966
TF_FE_104	DE_FE_62	72.93437184720646
TF_FE_104	Litho_BE_110	78.07928721848968
TF_FE_104	Dielectric_FE_112	69.49503924660793
TF_FE_104	Planar_FE_78	42.033392844747034
TF_FE_104	Planar_FE_77	47.39943941606626
TF_FE_104	TF_FE_113	16.712654430087365
TF_FE_104	DE_FE_58	83.50640895495947
TF_FE_104	Dielectric_FE_31	60.401988657889596
TF_FE_104	DE_BE_50	96.05750321655094
TF_FE_104	Litho_REG_FE_64	59.14549735149831
TF_FE_104	DefMet_FE_10	72.68239753089598
TF_FE_104	Litho_REG_BE_63	67.57579762304721
TF_FE_104	WE_BE_16	37.70857284048153
TF_FE_104	Litho_BE_93	75.39799251858744
TF_FE_104	LithoTrack_FE_96	53.182152655385494
TF_FE_104	DE_FE_53	86.8893289036154
TF_FE_104	DefMet_BE_33	59.99400960857827
TF_FE_104	DE_FE_54	80.14692586105237
TF_FE_104	DE_BE_11	76.35461902502146
TF_FE_104	DE_FE_51	78.44577655078743
TF_FE_104	DE_FE_71	66.85203234637864
TF_FE_104	WE_BE_14	26.631987469804816
TF_FE_104	Planar_FE_76	54.571041543385476
TF_FE_104	TF_BE_26	39.71487049012789
TF_FE_104	COMMIT	104.58257593841545
TF_FE_104	EPI_36	54.90382162377089
TF_FE_104	EPI_38	53.43660063426194
TF_FE_104	Diffusion_FE_122	68.28047621793058
TF_FE_104	Implant_119	56.37104261327983
TF_FE_104	DE_BE_69	89.16671335828438
TF_FE_104	TF_FE_5	24.91696987854563
TF_FE_104	WE_FE_83	52.88190234697839
TF_FE_104	LithoMet_FE_19	57.144819602202716
TF_FE_104	Dielectric_BE_60	59.698535412253854
TF_FE_104	Implant_91	58.913962407741174
TF_FE_104	Implant_90	57.225486819555584
Implant_88	Diffusion_FE_101	57.744178878194646
Implant_88	TF_FE_104	52.001176309755515
Implant_88	DefMet_BE_42	63.94723292666848
Implant_88	DE_FE_86	72.08097024403048
Implant_88	TF_FE_103	44.561087769353016
Implant_88	TF_BE_40	54.335860538254565
Implant_88	LithoMet_BE_18	84.9887821195617
Implant_88	Dielectric_BE_27	65.877820521049
Implant_88	Dielectric_FE_130	62.24746923887824
Implant_88	STOCKER	56.26218082724654
Implant_88	DE_BE_12	108.90488192403578
Implant_88	Dielectric_FE_30	50.82360631628272
Implant_88	Diffusion_FE_127	43.947373098805215
Implant_88	DE_FE_56	94.55774787689315
Implant_88	TF_Met_FE_61	57.93480369602173
Implant_88	DefMet_FE_118	69.53056626666847
Implant_88	TF_BE_23	56.00378773523014
Implant_88	Diffusion_FE_126	40.97862310380521
Implant_88	DE_FE_1	91.97843008920711
Implant_88	Litho_FE_92	83.15940392918317
Implant_88	DefMet_FE_34	69.53056626666847
Implant_88	DE_BE_13	97.75968150912774
Implant_88	Diffusion_FE_120	58.70285170414597
Implant_88	Planar_FE_80	70.56421431285345
Implant_88	WE_FE_108	39.14286174007437
Implant_88	Implant_128	28.174799205093006
Implant_88	Implant_132	29.345019300277897
Implant_88	WE_FE_41	46.59747546595201
Implant_88	WE_BE_17	38.65715741106276
Implant_88	WE_BE_7	41.15715741106276
Implant_88	WE_BE_82	48.05660277791431
Implant_88	TF_BE_24	66.75250491529859
Implant_88	DE_FE_70	88.92111112371911
Implant_88	Diffusion_FE_100	68.3940360743579
Implant_88	COMPLETE	103.82099241632719
Implant_88	LithoTrack_BE_117	74.61408518871016
Implant_88	WE_BE_81	49.35677889672325
Implant_88	LithoTrack_FE_115	74.61793468218906
Implant_88	DefMet_FE_43	61.837956393915
Implant_88	Diffusion_FE_44	57.722620986631966
Implant_88	LithoTrack_FE_95	67.96980164225407
Implant_88	Litho_FE_35	69.3724067149119
Implant_88	DE_BE_48	104.15214700408943
Implant_88	Diffusion_BE_123	53.55497149402824
Implant_88	Implant_74	15.98689356793911
Implant_88	Planar_FE_79	58.22311541774276
Implant_88	DE_FE_59	83.37492746519146
Implant_88	Diffusion_FE_94	54.06746751365234
Implant_88	WE_FE_84	37.230168820293756
Implant_88	TF_FE_131	41.66501830721274
Implant_88	Dielectric_BE_20	53.887502688324616
Implant_88	DE_BE_66	97.33799043867522
Implant_88	TF_BE_2	69.77738672708882
Implant_88	WE_BE_9	32.66560875942987
Implant_88	TF_FE_3	42.30703929106276
Implant_88	DE_FE_72	73.91265234431535
Implant_88	Dielectric_BE_21	62.204762502141975
Implant_88	Diffusion_FE_125	38.5119564318052
Implant_88	TF_Met_FE_45	55.43980490326146
Implant_88	WE_FE_8	39.73127154347803
Implant_88	Dielectric_FE_29	59.28734060569902
Implant_88	Litho_FE_98	81.03795130444388
Implant_88	DE_BE_65	98.18802682511054
Implant_88	DefMet_FE_106	66.44723292666848
Implant_88	DE_BE_67	102.86257060548712
Implant_88	Planar_BE_75	60.914558514863025
Implant_88	Dielectric_BE_28	53.32758973642987
Implant_88	Litho_FE_111	84.58069166178133
Implant_88	WE_FE_47	42.95504835720625
Implant_88	Litho_BE_99	73.23062194506623
Implant_88	WE_FE_85	35.08023408834569
Implant_88	DE_FE_62	84.62409441591703
Implant_88	Litho_BE_110	88.62704156758201
Implant_88	Dielectric_FE_112	53.36718564261767
Implant_88	Planar_FE_78	53.72311541706274
Implant_88	Planar_FE_77	59.089161988381974
Implant_88	TF_FE_113	56.38135339006054
Implant_88	DE_FE_58	95.19613153088034
Implant_88	Dielectric_FE_31	45.97000065717867
Implant_88	DE_BE_50	107.7472257870641
Implant_88	Litho_REG_FE_64	70.83521992381404
Implant_88	DefMet_FE_10	65.61389959333513
Implant_88	Litho_REG_BE_63	79.26552019536294
Implant_88	WE_BE_16	39.65044233905216
Implant_88	Litho_BE_93	87.08771509090317
Implant_88	LithoTrack_FE_96	64.8718752277012
Implant_88	DE_FE_53	98.57905147863498
Implant_88	DefMet_BE_33	57.66141879499297
Implant_88	DE_FE_54	91.83664843472
Implant_88	DE_BE_11	88.04434159733722
Implant_88	DE_FE_51	90.13549912526622
Implant_88	DE_FE_71	78.54171235890523
Implant_88	WE_BE_14	54.68324910629351
Implant_88	Planar_FE_76	66.26076411570119
Implant_88	TF_BE_26	52.181372169802515
Implant_88	COMMIT	103.82099241632719
Implant_88	EPI_36	21.932052016663203
Implant_88	EPI_38	20.974296428853002
Implant_88	Diffusion_FE_122	47.79869178480576
Implant_88	Implant_119	22.8898076044734
Implant_88	DE_BE_69	100.85643592519237
Implant_88	TF_FE_5	45.570928179996095
Implant_88	WE_FE_83	26.179733956506286
Implant_88	LithoMet_FE_19	68.83454217451842
Implant_88	Dielectric_BE_60	45.26654740364353
Implant_88	Implant_91	13.102145866033796
Implant_88	Implant_90	8.601991879121648
DefMet_BE_42	Diffusion_FE_101	51.52756258775223
DefMet_BE_42	TF_FE_104	80.49700867680428
DefMet_BE_42	Implant_88	47.77593265958131
DefMet_BE_42	DE_FE_86	46.65390364314985
DefMet_BE_42	TF_FE_103	73.05692014588814
DefMet_BE_42	TF_BE_40	82.8316929103369
DefMet_BE_42	LithoMet_BE_18	113.4846144885465
DefMet_BE_42	Dielectric_BE_27	42.90272461375545
DefMet_BE_42	Dielectric_FE_130	51.98300020481545
DefMet_BE_42	STOCKER	66.5347288650775
DefMet_BE_42	DE_BE_12	74.78128205203365
DefMet_BE_42	Dielectric_FE_30	35.67828590028052
DefMet_BE_42	Diffusion_FE_127	40.90164553706621
DefMet_BE_42	DE_FE_56	57.594953635640856
DefMet_BE_42	TF_Met_FE_61	86.43063606036013
DefMet_BE_42	DefMet_FE_118	9.380952374285714
DefMet_BE_42	TF_BE_23	84.49962011200445
DefMet_BE_42	Diffusion_FE_126	37.932895542066206
DefMet_BE_42	DE_FE_1	72.68050606701834
DefMet_BE_42	Litho_FE_92	111.6552363062992
DefMet_BE_42	DefMet_FE_34	9.380952374285714
DefMet_BE_42	DE_BE_13	84.94505663196239
DefMet_BE_42	Diffusion_FE_120	49.60732771323768
DefMet_BE_42	Planar_FE_80	99.06004669345424
DefMet_BE_42	WE_FE_108	52.83965829924082
DefMet_BE_42	Implant_128	56.391624155906705
DefMet_BE_42	Implant_132	65.18514394197317
DefMet_BE_42	WE_FE_41	60.561508634738054
DefMet_BE_42	WE_BE_17	67.15298977540114
DefMet_BE_42	WE_BE_7	69.65298977540114
DefMet_BE_42	WE_BE_82	67.67301366035318
DefMet_BE_42	TF_BE_24	95.24833729589935
DefMet_BE_42	DE_FE_70	58.86544234552423
DefMet_BE_42	Diffusion_FE_100	38.44968023385645
DefMet_BE_42	COMPLETE	106.70525847931236
DefMet_BE_42	LithoTrack_BE_117	103.10991756931098
DefMet_BE_42	WE_BE_81	72.91959932757429
DefMet_BE_42	LithoTrack_FE_115	103.11376705925457
DefMet_BE_42	DefMet_FE_43	12.575396818952383
DefMet_BE_42	Diffusion_FE_44	54.67689342489296
DefMet_BE_42	LithoTrack_FE_95	96.46563402008677
DefMet_BE_42	Litho_FE_35	97.86823909551276
DefMet_BE_42	DE_BE_48	79.37852536416491
DefMet_BE_42	Diffusion_BE_123	35.12097653607867
DefMet_BE_42	Implant_74	54.60031256670898
DefMet_BE_42	Planar_FE_79	86.71894778858608
DefMet_BE_42	DE_FE_59	69.80594579782755
DefMet_BE_42	Diffusion_FE_94	53.15269304396075
DefMet_BE_42	WE_FE_84	66.56323085736643
DefMet_BE_42	TF_FE_131	70.1608506785207
DefMet_BE_42	Dielectric_BE_20	22.388655966025354
DefMet_BE_42	DE_BE_66	72.3046196098039
DefMet_BE_42	TF_BE_2	98.27321909549283
DefMet_BE_42	WE_BE_9	46.36240530708311
DefMet_BE_42	TF_FE_3	70.80287165946675
DefMet_BE_42	DE_FE_72	61.46688624493611
DefMet_BE_42	Dielectric_BE_21	28.241355673744685
DefMet_BE_42	Diffusion_FE_125	35.466228870066196
DefMet_BE_42	TF_Met_FE_45	83.93563726759984
DefMet_BE_42	WE_FE_8	65.93439844602345
DefMet_BE_42	Dielectric_FE_29	46.58244588676003
DefMet_BE_42	Litho_FE_98	109.53378368504471
DefMet_BE_42	DE_BE_65	79.08755215917664
DefMet_BE_42	DefMet_FE_106	6.297619034285714
DefMet_BE_42	DE_BE_67	67.91609053790177
DefMet_BE_42	Planar_BE_75	89.41039089289605
DefMet_BE_42	Dielectric_BE_28	31.548081950474668
DefMet_BE_42	Litho_FE_111	113.07652403720776
DefMet_BE_42	WE_FE_47	64.15564312428407
DefMet_BE_42	Litho_BE_99	101.72645430940469
DefMet_BE_42	WE_FE_85	61.86784981527071
DefMet_BE_42	DE_FE_62	60.79313952114468
DefMet_BE_42	Litho_BE_110	118.26484217140623
DefMet_BE_42	Dielectric_FE_112	39.91773082922759
DefMet_BE_42	Planar_FE_78	82.21894778140114
DefMet_BE_42	Planar_FE_77	87.58499436085157
DefMet_BE_42	TF_FE_113	84.87718575439892
DefMet_BE_42	DE_FE_58	59.45606474897419
DefMet_BE_42	Dielectric_FE_31	30.82468023385644
DefMet_BE_42	DE_BE_50	75.61210147919746
DefMet_BE_42	Litho_REG_FE_64	99.33105228923662
DefMet_BE_42	DefMet_FE_10	4.543445467940322
DefMet_BE_42	Litho_REG_BE_63	107.7613525597014
DefMet_BE_42	WE_BE_16	68.14627470339055
DefMet_BE_42	Litho_BE_93	115.583547471504
DefMet_BE_42	LithoTrack_FE_96	93.36770760830196
DefMet_BE_42	DE_FE_53	71.8051941559546
DefMet_BE_42	DefMet_BE_33	19.52971216854109
DefMet_BE_42	DE_FE_54	54.28939807564086
DefMet_BE_42	DE_BE_11	92.03883817009064
DefMet_BE_42	DE_FE_51	68.81001405337561
DefMet_BE_42	DE_FE_71	56.38504735667529
DefMet_BE_42	WE_BE_14	83.1790814706319
DefMet_BE_42	Planar_FE_76	94.75659648546038
DefMet_BE_42	TF_BE_26	80.6772045471508
DefMet_BE_42	COMMIT	106.70525847931236
DefMet_BE_42	EPI_36	48.42742333139843
DefMet_BE_42	EPI_38	47.17742333139842
DefMet_BE_42	Diffusion_FE_122	38.70316779389746
DefMet_BE_42	Implant_119	49.67742333139843
DefMet_BE_42	DE_BE_69	66.3391619083664
DefMet_BE_42	TF_FE_5	74.06676054975527
DefMet_BE_42	WE_FE_83	52.38286085905171
DefMet_BE_42	LithoMet_FE_19	97.33037455060193
DefMet_BE_42	Dielectric_BE_60	30.12122699635191
DefMet_BE_42	Implant_91	44.96940989645365
DefMet_BE_42	Implant_90	41.15988608645364
DE_FE_86	Diffusion_FE_101	64.17894051007978
DE_FE_86	TF_FE_104	58.02937346043547
DE_FE_86	Implant_88	60.42731058190886
DE_FE_86	DefMet_BE_42	51.682409898225636
DE_FE_86	TF_FE_103	50.416681272753955
DE_FE_86	TF_BE_40	60.70620006135952
DE_FE_86	LithoMet_BE_18	87.57792471058178
DE_FE_86	Dielectric_BE_27	56.87989673539707
DE_FE_86	Dielectric_FE_130	64.63437812714302
DE_FE_86	STOCKER	54.43622765632971
DE_FE_86	DE_BE_12	62.32764817580699
DE_FE_86	Dielectric_FE_30	48.32966382260809
DE_FE_86	Diffusion_FE_127	53.55302345939376
DE_FE_86	DE_FE_56	44.93645988808559
DE_FE_86	TF_Met_FE_61	68.95471782678189
DE_FE_86	DefMet_FE_118	57.62146097762596
DE_FE_86	TF_BE_23	58.869049966304736
DE_FE_86	Diffusion_FE_126	50.58427346439376
DE_FE_86	DE_FE_1	59.12401258464601
DE_FE_86	Litho_FE_92	85.74854652404669
DE_FE_86	DefMet_FE_34	57.62146097762596
DE_FE_86	DE_BE_13	71.39963559918266
DE_FE_86	Diffusion_FE_120	62.25870563556524
DE_FE_86	Planar_FE_80	73.29021186977685
DE_FE_86	WE_FE_108	65.828149887262
DE_FE_86	Implant_128	69.04300208365848
DE_FE_86	Implant_132	77.83652187116017
DE_FE_86	WE_FE_41	73.21286822884642
DE_FE_86	WE_BE_17	53.149355262469236
DE_FE_86	WE_BE_7	55.64935525920283
DE_FE_86	WE_BE_82	69.66238664705742
DE_FE_86	TF_BE_24	69.61534733172306
DE_FE_86	DE_FE_70	45.96247753632372
DE_FE_86	Diffusion_FE_100	51.10105815618402
DE_FE_86	COMPLETE	106.70170056422145
DE_FE_86	LithoTrack_BE_117	77.2032277817494
DE_FE_86	WE_BE_81	64.37267323011301
DE_FE_86	LithoTrack_FE_115	77.20707727553437
DE_FE_86	DefMet_FE_43	45.74430402678491
DE_FE_86	Diffusion_FE_44	67.32827134722052
DE_FE_86	LithoTrack_FE_95	70.5589487504821
DE_FE_86	Litho_FE_35	71.96154930631403
DE_FE_86	DE_BE_48	66.96121056844103
DE_FE_86	Diffusion_BE_123	47.77235445840623
DE_FE_86	Implant_74	67.25169048903653
DE_FE_86	Planar_FE_79	60.81226811409547
DE_FE_86	DE_FE_59	55.843003618618766
DE_FE_86	Diffusion_FE_94	65.80407096683271
DE_FE_86	WE_FE_84	79.21456591376524
DE_FE_86	TF_FE_131	56.15721616493551
DE_FE_86	Dielectric_BE_20	39.00005902531137
DE_FE_86	DE_BE_66	60.03061517694061
DE_FE_86	TF_BE_2	72.64022914264015
DE_FE_86	WE_BE_9	59.013783306889856
DE_FE_86	TF_FE_3	59.43128033665557
DE_FE_86	DE_FE_72	45.14465850436874
DE_FE_86	Dielectric_BE_21	41.97360744148749
DE_FE_86	Diffusion_FE_125	48.11760679239377
DE_FE_86	TF_Met_FE_45	66.61425210399717
DE_FE_86	WE_FE_8	78.58577637891239
DE_FE_86	Dielectric_FE_29	59.233823809087596
DE_FE_86	Litho_FE_98	83.62709389699198
DE_FE_86	DE_BE_65	65.42562561129698
DE_FE_86	DefMet_FE_106	54.53812763762597
DE_FE_86	DE_BE_67	55.176105435992966
DE_FE_86	Planar_BE_75	63.7197820426005
DE_FE_86	Dielectric_BE_28	44.73989679550986
DE_FE_86	Litho_FE_111	87.16983425511329
DE_FE_86	WE_FE_47	76.80702107553891
DE_FE_86	Litho_BE_99	75.8197645361409
DE_FE_86	WE_FE_85	74.51922774434885
DE_FE_86	DE_FE_62	48.51796023623018
DE_FE_86	Litho_BE_110	92.35815238931494
DE_FE_86	Dielectric_FE_112	52.569108751555156
DE_FE_86	Planar_FE_78	56.31226811252049
DE_FE_86	Planar_FE_77	61.678314687496005
DE_FE_86	TF_FE_113	66.5552490664036
DE_FE_86	DE_FE_58	46.797571001418916
DE_FE_86	Dielectric_FE_31	43.47605815618402
DE_FE_86	DE_BE_50	62.778934002259724
DE_FE_86	Litho_REG_FE_64	73.42436251486689
DE_FE_86	DefMet_FE_10	53.58622172449251
DE_FE_86	Litho_REG_BE_63	81.85466278707065
DE_FE_86	WE_BE_16	54.14264018851241
DE_FE_86	Litho_BE_93	89.67685768039529
DE_FE_86	LithoTrack_FE_96	67.46102792948923
DE_FE_86	DE_FE_53	58.766416763583614
DE_FE_86	DefMet_BE_33	40.95031676397024
DE_FE_86	DE_FE_54	41.63090432808558
DE_FE_86	DE_BE_11	76.68773312900981
DE_FE_86	DE_FE_51	56.164832081512266
DE_FE_86	DE_FE_71	42.95543857280397
DE_FE_86	WE_BE_14	67.09207672400564
DE_FE_86	Planar_FE_76	68.84991681348733
DE_FE_86	TF_BE_26	57.63793219661358
DE_FE_86	COMMIT	106.70170056422145
DE_FE_86	EPI_36	61.078801258353394
DE_FE_86	EPI_38	59.828801256883516
DE_FE_86	Diffusion_FE_122	51.354545716225026
DE_FE_86	Implant_119	62.32880125982327
DE_FE_86	DE_BE_69	53.68066816081113
DE_FE_86	TF_FE_5	70.59129881645308
DE_FE_86	WE_FE_83	65.03423878602482
DE_FE_86	LithoMet_FE_19	71.42368476513836
DE_FE_86	Dielectric_BE_60	42.772604918679484
DE_FE_86	Implant_91	57.620787818781196
DE_FE_86	Implant_90	53.811264008781194
TF_FE_103	Diffusion_FE_101	87.68530913848566
TF_FE_103	TF_FE_104	12.21327748941742
TF_FE_103	Implant_88	52.227754448823234
TF_FE_103	DefMet_BE_42	77.30654090262215
TF_FE_103	DE_FE_86	68.07593561006665
TF_FE_103	TF_BE_40	30.774036247897893
TF_FE_103	LithoMet_BE_18	78.77732020991571
TF_FE_103	Dielectric_BE_27	80.49011393313984
TF_FE_103	Dielectric_FE_130	88.14074675554892
TF_FE_103	STOCKER	58.431883803541645
TF_FE_103	DE_BE_12	102.6934200143898
TF_FE_103	Dielectric_FE_30	71.83603245101396
